Nome do Produto,Categoria,Descrição,Preço Base (R$),Imposto de Importação (%),ICMS (%),IPI (%),Preço Final c/ Impostos (R$)
Gabinete Esse 7485,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",699.45,7.99,14.31,7.25,906.14
Gabinete Soluta 3887,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",397.89,10.38,13.78,10.49,535.76
Gabinete Blanditiis 360,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",785.66,14.87,13.65,8.49,1076.43
Gabinete Enim 804,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",741.9,16.18,17.0,13.54,1088.52
Gabinete Eligendi 3771,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",544.59,10.28,15.82,9.31,737.43
Gabinete Nihil 2241,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",558.36,18.55,15.88,4.63,776.46
Gabinete Minus 7223,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",171.69,10.47,12.79,13.64,235.04
Gabinete Quidem 5353,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",635.86,7.63,12.79,8.09,817.14
Gabinete Non 5995,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",495.05,18.7,16.98,3.85,690.74
Gabinete Dolorem 7895,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",778.8,9.43,17.22,12.06,1080.27
Gabinete Dolores 7674,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",775.88,7.11,17.8,12.9,1069.24
Gabinete Quod 6512,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",778.73,17.07,14.19,11.86,1114.52
Gabinete Sit 229,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",321.9,6.85,14.21,11.24,425.87
Gabinete Reprehenderit 4296,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",529.96,17.34,17.64,1.63,723.98
Gabinete Sint 3831,Gabinete,"Gabinete com desempenho confiável, ideal para setups gamers e profissionais.",456.46,14.29,17.66,4.92,624.76
Cooler Eaque 9996,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",105.34,5.95,16.94,13.64,143.82
Cooler Magni 4952,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",212.31,6.75,12.27,0.56,253.88
Cooler Explicabo 8072,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",79.03,8.52,15.23,5.83,102.41
Cooler Ex 6079,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",217.62,16.15,17.68,6.29,304.93
Cooler Eaque 2532,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",271.35,14.82,17.0,9.23,382.74
Cooler Quasi 4584,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",58.18,10.56,14.66,14.26,81.15
Cooler Provident 5943,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",74.84,15.29,15.27,14.67,108.69
Cooler Libero 5877,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",65.14,9.14,17.81,14.24,91.97
Cooler Molestias 7451,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",72.92,8.18,15.84,14.57,101.06
Cooler Sed 829,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",246.7,8.65,12.76,8.47,320.41
Cooler Animi 1125,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",257.45,13.31,15.52,12.2,363.08
Cooler At 3818,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",132.14,7.21,17.4,0.04,164.71
Cooler Qui 2371,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",296.88,13.1,16.79,1.65,390.52
Cooler Rerum 423,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",82.95,10.37,16.73,8.83,112.75
Cooler Eum 259,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",93.56,5.79,16.45,7.89,121.75
Cooler Repellat 1042,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",169.06,16.67,15.08,1.64,225.51
Cooler Odit 8255,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",105.39,14.23,16.36,13.63,151.99
Cooler Quo 8544,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",125.41,14.65,12.19,14.98,177.86
Cooler Voluptate 6581,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",156.57,6.62,16.27,6.65,202.82
Cooler Natus 1324,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",130.53,7.23,12.76,9.36,168.84
Cooler Illum 9591,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",187.09,9.88,17.97,7.96,254.09
Cooler Occaecati 7434,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",176.39,11.45,16.76,1.72,229.18
Cooler Eveniet 9034,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",230.21,8.23,14.71,3.43,290.92
Cooler Sequi 5554,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",256.85,10.98,16.38,4.69,339.17
Cooler Ipsa 5121,Cooler,"Cooler com desempenho confiável, ideal para setups gamers e profissionais.",216.28,10.61,12.92,13.84,297.1
Water Cooler Possimus 1100,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",409.47,6.28,14.59,11.17,540.66
Water Cooler Eligendi 6106,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1274.12,13.35,15.52,8.42,1749.24
Water Cooler Ullam 5401,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1104.02,11.16,17.24,14.12,1573.45
Water Cooler Vero 6930,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1341.71,15.82,17.81,9.01,1913.82
Water Cooler Unde 5762,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",424.32,12.61,12.93,7.23,563.37
Water Cooler Vitae 1774,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",720.14,13.34,12.69,4.18,937.69
Water Cooler Quo 3706,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1268.67,17.68,17.85,12.28,1875.22
Water Cooler Fugit 9122,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",331.5,18.94,16.98,4.01,463.87
Water Cooler Corporis 2956,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",627.92,16.44,17.53,5.27,874.32
Water Cooler Quibusdam 2973,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1343.84,13.49,14.4,2.13,1747.26
Water Cooler Voluptatibus 503,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",410.11,12.96,14.26,6.8,549.63
Water Cooler Eveniet 2579,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",744.06,15.82,16.66,8.51,1049.05
Water Cooler A 1392,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1360.01,7.33,16.53,0.75,1694.71
Water Cooler Aspernatur 1337,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",626.52,14.93,14.91,6.63,855.01
Water Cooler Quas 4476,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",558.68,12.69,14.07,1.66,717.46
Water Cooler Atque 9718,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",883.96,15.01,12.27,5.93,1177.52
Water Cooler Maxime 9820,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",365.74,8.07,17.67,11.51,501.98
Water Cooler Suscipit 4187,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",647.34,6.8,14.98,6.46,830.15
Water Cooler Nobis 2117,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",756.25,15.56,15.0,12.5,1081.89
Water Cooler Illum 5803,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",386.49,17.93,12.25,0.28,504.21
Water Cooler Quasi 1276,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1334.53,13.64,15.44,10.64,1864.61
Water Cooler Quae 6844,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",647.42,11.08,17.8,2.58,851.1
Water Cooler Voluptates 7539,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",1298.43,18.8,12.53,12.67,1869.74
Water Cooler Sit 3987,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",822.81,11.01,12.47,13.06,1123.46
Water Cooler Quibusdam 5563,Water Cooler,"Water Cooler com desempenho confiável, ideal para setups gamers e profissionais.",565.89,16.69,12.46,9.5,784.61
Monitor Sint 8694,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1725.88,18.59,14.1,10.91,2478.36
Monitor Animi 2420,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1014.3,7.2,13.18,9.04,1312.71
Monitor Debitis 1235,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",860.58,16.59,14.96,11.32,1229.51
Monitor Harum 9495,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1567.15,18.86,15.39,9.53,2253.25
Monitor Modi 5296,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2647.04,14.41,12.91,1.02,3397.21
Monitor Nobis 7246,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2041.6,16.94,15.55,5.28,2812.71
Monitor Velit 1216,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1207.06,11.78,12.34,12.48,1648.84
Monitor Mollitia 1258,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2076.13,19.66,12.54,8.91,2929.63
Monitor Doloribus 6300,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1603.05,13.31,16.75,13.44,2300.38
Monitor Culpa 7369,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2763.53,13.57,13.13,9.08,3752.32
Monitor Omnis 8215,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",792.24,5.93,12.62,13.49,1046.07
Monitor Harum 5627,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2954.2,6.26,15.88,0.59,3625.69
Monitor Praesentium 7173,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2976.56,12.86,15.66,5.46,3988.0
Monitor Magni 4635,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1407.28,16.62,16.07,0.79,1878.44
Monitor Officia 5483,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",571.37,6.42,16.07,4.26,724.21
Monitor Illum 9875,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2670.53,10.0,15.5,2.12,3408.13
Monitor Corporis 5732,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1206.6,14.84,15.97,1.93,1601.64
Monitor Odio 1389,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",1204.91,10.65,16.75,12.2,1682.05
Monitor Debitis 8625,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",642.98,15.06,15.05,0.27,838.32
Monitor Totam 5061,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",868.68,8.21,17.69,7.29,1156.99
Monitor Sit 3712,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2999.94,7.32,13.77,11.82,3987.22
Monitor Occaecati 8318,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2404.27,17.53,17.3,0.57,3255.38
Monitor Nihil 5518,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2678.62,14.27,15.58,2.31,3540.06
Monitor Atque 2963,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",2561.5,16.57,16.85,2.48,3481.08
Monitor Esse 7171,Monitor,"Monitor com desempenho confiável, ideal para setups gamers e profissionais.",513.6,10.46,16.32,14.54,725.82
Teclado Velit 4669,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",614.29,16.76,13.4,3.59,821.61
Teclado Maxime 7685,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",727.98,7.91,16.07,8.56,964.86
Teclado Unde 7219,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",396.26,9.23,14.29,7.91,520.8
Teclado Mollitia 2656,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",662.67,17.02,12.83,3.75,885.33
Teclado Dignissimos 7874,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",705.59,13.32,12.62,12.69,978.16
Teclado Voluptate 2043,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",263.8,16.45,13.64,13.58,379.0
Teclado Eveniet 2415,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",673.29,6.38,17.46,12.25,916.28
Teclado Sequi 5728,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",747.85,11.22,14.38,5.61,981.25
Teclado Iusto 6327,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",795.89,10.62,12.17,13.96,1088.38
Teclado Aliquid 5494,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",643.54,7.06,13.72,12.45,857.39
Teclado Libero 2274,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",619.13,12.04,15.69,13.59,874.95
Teclado Vitae 312,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",241.94,17.52,15.29,10.91,347.72
Teclado Occaecati 8648,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",367.44,16.64,13.43,1.83,484.65
Teclado Officia 3907,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",364.87,16.91,14.74,1.66,486.41
Teclado Cumque 8190,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",497.55,5.25,15.09,3.63,616.81
Teclado Assumenda 2353,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",268.45,5.02,14.12,8.56,342.81
Teclado Quas 3069,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",548.28,6.28,17.85,1.02,686.17
Teclado Tenetur 8619,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",458.06,16.8,15.05,0.31,605.37
Teclado Nobis 7703,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",82.65,10.8,14.24,11.21,112.61
Teclado Voluptates 5851,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",641.39,10.17,16.4,9.42,872.23
Teclado Excepturi 9534,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",601.39,9.99,12.27,8.19,784.51
Teclado Sed 2869,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",672.79,15.27,17.88,7.18,944.13
Teclado Nihil 2987,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",658.62,5.95,16.66,6.87,852.78
Teclado Unde 4808,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",201.19,16.87,17.31,4.73,279.47
Teclado Perspiciatis 5081,Teclado,"Teclado com desempenho confiável, ideal para setups gamers e profissionais.",436.54,19.84,15.26,3.8,606.35
Mouse Voluptas 3132,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",207.36,17.93,12.29,9.84,290.43
Mouse Dolore 4477,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",118.46,10.52,17.34,11.15,164.67
Mouse Possimus 6335,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",236.47,7.8,16.15,5.51,306.13
Mouse Quibusdam 8508,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",196.7,6.24,14.55,6.46,250.3
Mouse Omnis 2957,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",350.01,9.82,12.48,9.91,462.75
Mouse Quis 5022,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",295.25,15.76,13.0,6.66,399.83
Mouse Eos 7326,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",73.3,18.05,14.12,14.97,107.85
Mouse Quasi 4499,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",401.71,16.87,12.34,10.07,559.5
Mouse Aperiam 6656,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",249.82,17.02,16.08,14.29,368.21
Mouse A 2340,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",516.77,15.17,14.63,1.89,680.53
Mouse Amet 3867,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",478.18,10.49,14.3,8.51,637.41
Mouse Asperiores 9914,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",134.39,11.75,14.23,6.66,178.25
Mouse Nesciunt 1260,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",365.66,12.94,14.39,9.74,501.21
Mouse Laborum 4090,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",578.29,5.39,13.12,7.77,730.26
Mouse Modi 9203,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",114.77,16.62,16.22,3.22,156.16
Mouse Hic 4679,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",431.69,19.98,13.2,2.04,583.73
Mouse Necessitatibus 1214,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",298.62,18.48,14.67,1.32,401.55
Mouse Natus 5237,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",417.31,15.64,15.3,4.36,564.62
Mouse Consequuntur 4915,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",518.25,15.68,17.56,9.57,740.11
Mouse Ab 5923,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",329.82,6.82,13.21,2.08,402.74
Mouse Rem 8095,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",64.46,13.31,14.21,12.05,89.97
Mouse Quam 9039,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",121.37,18.26,12.39,5.97,165.82
Mouse Saepe 7843,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",339.13,16.54,16.94,1.11,456.44
Mouse Suscipit 5195,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",403.29,11.75,16.08,5.17,536.38
Mouse Beatae 9033,Mouse,"Mouse com desempenho confiável, ideal para setups gamers e profissionais.",401.89,7.73,17.8,6.49,530.58
Mousepad Modi 908,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",171.34,12.77,13.82,2.43,221.06
Mousepad Dolores 3695,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",88.82,19.11,17.37,12.69,132.49
Mousepad Neque 4106,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",63.37,19.35,13.65,9.38,90.23
Mousepad Reiciendis 8741,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",45.88,14.61,15.55,8.71,63.71
Mousepad Voluptates 2805,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",141.98,15.81,15.63,12.64,204.56
Mousepad Vitae 9235,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",37.0,17.96,12.49,14.23,53.53
Mousepad Velit 9450,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",74.99,8.16,15.43,9.27,99.63
Mousepad Saepe 497,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",114.67,14.41,13.74,14.35,163.4
Mousepad Quas 7913,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",71.63,17.11,14.44,6.8,99.1
Mousepad Laborum 982,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",56.87,11.23,14.79,5.1,74.57
Mousepad Explicabo 2354,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",83.14,15.78,16.41,12.91,120.64
Mousepad Fugiat 6533,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",52.23,10.56,15.37,4.79,68.28
Mousepad Quo 7643,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",50.83,11.74,12.85,0.76,63.72
Mousepad Asperiores 6294,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",176.91,11.27,17.78,13.53,252.24
Mousepad Consequatur 5365,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",188.74,15.82,13.14,2.39,247.91
Mousepad Necessitatibus 8434,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",109.36,18.19,14.98,1.35,147.11
Mousepad Eius 6443,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",115.93,19.5,13.29,5.29,160.08
Mousepad Dolor 829,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",77.83,13.96,17.06,10.09,109.83
Mousepad Non 4682,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",121.24,17.71,14.59,13.24,176.45
Mousepad Exercitationem 5993,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",159.86,10.49,14.4,8.55,213.32
Mousepad Consequuntur 3190,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",91.63,9.33,14.32,6.76,119.49
Mousepad Corporis 9009,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",77.55,19.84,16.08,1.78,106.79
Mousepad Ut 1585,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",96.96,16.92,14.03,14.08,140.62
Mousepad Aliquid 2364,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",63.84,12.64,15.0,0.68,81.92
Mousepad Non 2246,Mousepad,"Mousepad com desempenho confiável, ideal para setups gamers e profissionais.",151.31,17.06,15.12,2.23,203.38
Headset Fugiat 8447,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",225.8,18.97,13.91,5.89,313.34
Headset Animi 4903,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",634.35,12.61,15.06,7.35,856.5
Headset Necessitatibus 9223,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",369.81,17.24,14.21,10.11,523.5
Headset Nam 6825,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",625.33,16.95,16.35,10.32,898.1
Headset Porro 437,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",637.22,8.98,15.93,14.58,888.86
Headset Maiores 9478,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",619.87,15.82,15.5,2.56,829.88
Headset Ratione 6230,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",233.0,15.21,12.19,14.22,329.97
Headset Consequuntur 1801,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",271.71,11.62,14.51,6.19,359.53
Headset Optio 3341,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",469.34,16.62,17.52,13.09,691.01
Headset In 1021,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",735.2,12.78,15.37,14.97,1052.22
Headset Eos 7838,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",572.93,9.71,13.04,13.68,781.65
Headset Sed 5609,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",591.65,15.14,17.21,10.21,843.46
Headset Facilis 4332,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",649.07,7.88,13.48,8.37,842.04
Headset Natus 3685,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",947.34,19.73,16.63,10.57,1391.93
Headset Quos 8012,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",385.34,10.23,17.6,11.93,538.55
Headset Iure 4481,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",359.01,13.6,15.26,13.44,510.87
Headset Illum 6465,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",836.54,19.32,16.83,4.36,1175.42
Headset Praesentium 4713,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",959.78,6.19,17.54,9.84,1281.98
Headset Incidunt 7850,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",292.59,17.42,13.63,8.43,408.1
Headset Placeat 4451,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",223.55,14.24,15.52,3.64,298.22
Headset Occaecati 8701,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",303.1,8.49,12.6,4.95,382.03
Headset Corporis 7740,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",190.49,16.56,12.03,8.26,260.69
Headset Iste 2588,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",466.22,19.03,17.27,7.16,668.84
