Nome do Produto,Categoria,Descrição,Preço Base (R$),Imposto de Importação (%),ICMS (%),IPI (%),Preço Final c/ Impostos (R$)
Headset Dolores 3268,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",780.32,9.31,13.71,0.89,966.89
Headset Eligendi 1466,Headset,"Headset com desempenho confiável, ideal para setups gamers e profissionais.",687.07,8.48,16.43,12.75,945.82
Webcam Aperiam 612,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",556.61,7.63,17.29,2.64,710.01
Webcam Quam 596,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",598.59,10.95,14.97,14.05,837.85
Webcam Inventore 4743,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",538.37,5.14,15.41,1.61,657.67
Webcam Tempora 5490,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",242.28,19.84,15.26,7.41,345.27
Webcam Est 2199,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",525.53,12.02,13.16,1.69,666.74
Webcam Doloremque 2663,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",465.56,14.72,16.31,0.21,611.0
Webcam Voluptates 5524,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",495.38,13.52,16.54,2.63,657.32
Webcam Minima 6644,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",513.49,12.73,12.52,10.04,694.7
Webcam Libero 3028,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",590.84,12.16,17.61,0.1,767.32
Webcam Repellendus 6285,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",217.76,16.31,17.72,4.53,301.73
Webcam Consequuntur 9387,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",105.72,14.81,16.16,0.93,139.44
Webcam Corrupti 1937,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",332.7,7.4,16.12,13.85,457.03
Webcam Optio 5096,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",445.15,14.58,17.64,5.51,613.11
Webcam Cupiditate 3619,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",209.56,7.0,12.92,11.22,274.82
Webcam Itaque 9925,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",286.81,15.53,17.48,11.36,414.07
Webcam Aut 3579,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",480.93,15.21,15.57,11.81,685.76
Webcam Qui 8610,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",323.37,15.56,12.47,8.46,441.37
Webcam Dolore 1012,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",514.39,18.54,13.21,8.05,719.12
Webcam Sit 2696,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",264.06,12.81,12.7,3.08,339.55
Webcam Molestias 9555,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",344.41,18.48,14.67,0.83,461.44
Webcam Accusantium 2162,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",356.62,11.85,12.35,6.94,467.67
Webcam Molestias 5050,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",461.64,10.94,16.9,11.19,641.82
Webcam Iusto 9476,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",136.51,11.36,16.2,8.12,185.22
Webcam Sed 988,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",567.29,6.04,17.6,0.48,704.12
Webcam Neque 6699,Webcam,"Webcam com desempenho confiável, ideal para setups gamers e profissionais.",189.99,7.03,15.85,10.94,254.24
Caixa de Som Magnam 6888,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",324.68,18.37,14.69,13.76,476.7
Caixa de Som Voluptate 6185,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",325.39,15.24,15.97,8.09,453.27
Caixa de Som Voluptate 5698,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",171.18,19.89,14.36,1.91,233.08
Caixa de Som Non 3649,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",600.89,16.34,17.87,6.95,848.22
Caixa de Som In 8921,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",354.48,10.69,13.38,6.91,464.3
Caixa de Som Voluptatibus 2542,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",265.39,19.06,16.35,1.69,363.85
Caixa de Som Dolorem 6869,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",468.95,19.04,17.33,3.61,656.44
Caixa de Som Minus 1103,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",160.54,5.5,15.59,10.55,211.33
Caixa de Som Corporis 798,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",246.84,5.66,14.63,8.1,316.92
Caixa de Som Maiores 925,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",184.08,19.9,13.4,13.75,270.69
Caixa de Som Vitae 9439,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",291.34,13.97,16.04,4.81,392.78
Caixa de Som Veritatis 4945,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",625.75,19.79,15.13,6.2,883.06
Caixa de Som Fugiat 4509,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",136.57,19.23,17.28,13.67,205.1
Caixa de Som Cupiditate 7000,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",433.51,5.7,14.07,9.65,561.05
Caixa de Som Optio 6245,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",571.48,9.78,14.5,2.24,723.04
Caixa de Som Sapiente 6168,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",210.33,13.07,13.45,3.38,273.22
Caixa de Som Suscipit 2366,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",583.47,18.72,15.37,14.52,867.09
Caixa de Som Odit 9131,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",418.0,10.83,13.53,4.95,540.52
Caixa de Som Expedita 1296,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",653.34,17.71,12.55,10.87,922.06
Caixa de Som Tempore 3121,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",130.92,10.66,15.63,0.59,166.11
Caixa de Som Architecto 1193,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",212.9,16.43,16.35,8.38,300.53
Caixa de Som Temporibus 7855,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",225.33,18.61,13.82,13.63,329.12
Caixa de Som Sint 3471,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",662.3,19.43,12.7,14.99,974.38
Caixa de Som Deserunt 7847,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",648.66,15.43,16.22,5.95,892.56
Caixa de Som Eligendi 3922,Caixa de Som,"Caixa de Som com desempenho confiável, ideal para setups gamers e profissionais.",431.25,16.63,14.28,8.0,599.05
Estabilizador Reiciendis 5887,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",288.79,10.39,17.3,6.99,388.94
Estabilizador Laboriosam 7693,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",492.73,9.8,13.22,4.69,629.27
Estabilizador Veritatis 750,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",403.14,8.32,12.88,3.91,504.37
Estabilizador Fugit 9569,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",410.61,11.26,12.91,4.95,530.18
Estabilizador Dolorem 6224,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",406.41,8.69,15.3,14.15,561.41
Estabilizador Magnam 5531,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",265.8,17.32,17.8,9.63,384.75
Estabilizador In 8038,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",357.37,15.99,14.11,2.1,472.44
Estabilizador Earum 8955,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",369.74,18.75,15.25,9.63,531.06
Estabilizador Aliquid 963,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",385.77,17.59,12.45,12.27,548.99
Estabilizador Pariatur 795,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",493.95,11.19,17.06,3.47,650.63
Estabilizador Culpa 2475,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",154.11,12.59,14.24,9.27,209.74
Estabilizador Quae 7917,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",446.68,5.24,15.19,6.17,565.5
Estabilizador Doloribus 275,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",388.24,9.12,17.86,0.26,494.0
Estabilizador Sit 7055,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",512.78,18.65,12.64,1.44,680.61
Estabilizador Et 2440,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",258.44,14.3,13.51,5.32,344.06
Estabilizador Cumque 6503,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",185.56,19.39,14.75,3.65,255.68
Estabilizador Ipsa 3701,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",284.99,17.42,12.48,14.88,412.61
Estabilizador Repellat 520,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",192.08,10.69,15.32,0.84,243.65
Estabilizador In 155,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",466.28,6.24,17.07,9.67,620.06
Estabilizador Nemo 5428,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",404.64,17.87,12.57,7.92,559.86
Estabilizador Perspiciatis 698,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",253.39,18.52,16.15,8.5,362.78
Estabilizador Quis 4442,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",170.95,6.12,17.55,13.49,234.48
Estabilizador Adipisci 9233,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",446.15,7.69,17.1,0.23,557.78
Estabilizador Dolore 3395,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",414.17,16.28,16.28,5.97,573.75
Estabilizador Natus 1261,Estabilizador,"Estabilizador com desempenho confiável, ideal para setups gamers e profissionais.",284.67,13.46,15.4,12.74,403.09
No-break Omnis 8857,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",930.77,16.33,12.84,14.83,1340.31
No-break Facilis 1285,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1201.27,19.61,12.32,6.56,1663.64
No-break Pariatur 1246,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",944.95,16.54,17.73,5.95,1325.01
No-break Hic 5348,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",447.4,9.1,17.96,7.36,601.4
No-break Adipisci 5830,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1284.86,10.63,13.11,8.79,1702.82
No-break Laudantium 6228,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",537.11,14.28,16.79,10.7,761.46
No-break Iusto 1345,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",828.76,10.7,16.7,2.31,1074.98
No-break Accusamus 6384,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",906.69,6.6,12.03,4.62,1117.5
No-break Ea 5897,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1618.15,6.53,12.52,6.46,2030.94
No-break Eum 9126,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1287.58,11.12,12.16,5.31,1655.7
No-break Nam 1525,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1355.08,16.77,17.18,0.19,1817.7
No-break Veritatis 6780,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1020.48,6.27,17.41,13.58,1400.71
No-break Consequuntur 3978,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1315.14,7.54,14.28,2.08,1629.46
No-break Officiis 4934,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",829.45,7.19,13.0,4.14,1031.26
No-break Nam 4912,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1174.77,6.15,13.51,3.7,1449.2
No-break Iusto 8124,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1350.09,7.93,12.64,4.57,1689.5
No-break Eaque 6484,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",931.55,14.3,16.82,4.94,1267.47
No-break Repellat 5485,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1088.99,17.35,15.91,8.92,1548.33
No-break Quidem 4923,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",913.06,19.21,13.21,4.71,1252.08
No-break Quibusdam 6525,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1949.96,9.37,16.17,7.37,2591.69
No-break Sit 9436,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1651.16,9.89,13.68,11.79,2235.01
No-break Vero 5981,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",582.22,13.46,15.55,8.18,798.75
No-break Itaque 9013,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",443.07,15.91,17.66,3.14,605.72
No-break In 4774,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",1730.05,6.04,17.09,11.93,2336.61
No-break Dolores 8181,No-break,"No-break com desempenho confiável, ideal para setups gamers e profissionais.",622.69,9.54,13.52,2.31,780.67
Controlador RGB Non 6933,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",247.27,6.11,17.94,7.19,324.52
Controlador RGB Qui 6567,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",183.59,18.85,17.22,6.27,261.32
Controlador RGB Aliquid 603,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",247.68,10.39,17.37,8.05,336.37
Controlador RGB Tenetur 1393,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",77.34,8.72,15.99,2.5,98.38
Controlador RGB Repellat 726,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",190.81,14.68,15.88,14.5,276.79
Controlador RGB Necessitatibus 5433,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",291.43,11.46,12.06,3.88,371.28
Controlador RGB Nemo 8367,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",236.71,13.37,16.13,3.32,314.4
Controlador RGB Consectetur 6130,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",147.78,16.59,15.53,7.51,206.35
Controlador RGB Dolorem 5652,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",299.43,12.24,13.77,13.81,418.66
Controlador RGB Quasi 1407,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",79.02,19.11,12.85,4.68,107.97
Controlador RGB Adipisci 7461,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",246.07,12.82,14.09,1.46,315.88
Controlador RGB Tempore 7413,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",129.73,9.5,16.86,1.73,166.17
Controlador RGB Pariatur 5621,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",211.99,15.16,12.99,14.76,302.95
Controlador RGB Omnis 3997,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",179.0,13.28,13.99,6.4,239.27
Controlador RGB Blanditiis 7571,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",107.96,11.08,13.11,9.61,144.45
Controlador RGB Dolore 7081,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",148.9,16.06,17.3,6.74,208.61
Controlador RGB Voluptates 7038,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",147.21,15.57,13.23,11.28,206.21
Controlador RGB Libero 1026,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",194.34,16.99,15.22,5.49,267.61
Controlador RGB Autem 3229,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",164.39,8.94,17.18,7.92,220.35
Controlador RGB Fugit 5135,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",199.24,14.17,15.52,5.22,268.79
Controlador RGB Architecto 7502,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",204.34,17.21,16.24,4.46,281.81
Controlador RGB Eligendi 9670,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",71.19,7.01,12.71,4.58,88.49
Controlador RGB Eligendi 3000,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",143.33,7.12,14.33,8.95,186.9
Controlador RGB Quisquam 9418,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",145.93,7.79,15.81,10.4,195.55
Controlador RGB Delectus 2839,Controlador RGB,"Controlador RGB com desempenho confiável, ideal para setups gamers e profissionais.",188.73,12.34,12.84,4.72,245.16
Suporte Monitor Natus 7390,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",278.21,17.98,17.71,7.27,397.73
Suporte Monitor Eum 3197,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",340.87,19.46,15.03,7.42,483.73
Suporte Monitor Quia 8057,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",213.0,17.6,14.93,1.24,284.93
Suporte Monitor Alias 506,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",334.68,8.31,12.2,3.37,414.6
Suporte Monitor Iusto 4730,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",133.83,11.86,16.46,11.49,187.11
Suporte Monitor Et 9007,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",243.46,13.59,13.61,8.15,329.52
Suporte Monitor Vitae 6011,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",253.45,16.35,16.56,6.62,353.64
Suporte Monitor Dicta 3581,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",396.73,6.54,16.98,11.27,534.75
Suporte Monitor Vero 4878,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",359.94,5.48,13.58,12.93,475.08
Suporte Monitor A 1426,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",220.5,19.91,16.65,3.55,308.94
Suporte Monitor Doloribus 9633,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",300.52,17.92,15.66,6.42,420.73
Suporte Monitor Est 2282,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",331.15,17.2,16.83,8.55,472.15
Suporte Monitor Nihil 8721,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",169.95,13.08,13.94,10.56,233.82
Suporte Monitor Officia 4741,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",263.28,19.29,15.09,13.5,389.34
Suporte Monitor Saepe 1561,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",123.39,16.25,14.47,0.89,162.39
Suporte Monitor Occaecati 4544,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",357.46,6.9,17.2,3.75,457.01
Suporte Monitor Similique 5278,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",345.11,16.42,16.06,7.34,482.53
Suporte Monitor Maxime 9461,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",282.37,14.42,14.25,1.13,366.52
Suporte Monitor Iusto 1526,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",208.91,16.25,16.17,13.16,304.13
Suporte Monitor Vitae 7450,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",384.08,9.91,12.01,11.61,512.86
Suporte Monitor Maxime 1527,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",313.9,11.88,15.98,5.37,418.21
Suporte Monitor Asperiores 1038,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",334.62,10.97,17.81,12.37,472.32
Suporte Monitor Vitae 8106,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",165.93,17.43,14.03,8.67,232.52
Suporte Monitor Nulla 9276,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",352.78,16.82,17.36,11.43,513.68
Suporte Monitor Cupiditate 753,Suporte Monitor,"Suporte Monitor com desempenho confiável, ideal para setups gamers e profissionais.",111.86,16.76,14.76,1.86,149.2
Hub USB Ipsa 2589,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",110.61,5.01,17.75,3.03,139.14
Hub USB Distinctio 2162,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",181.14,9.53,17.25,13.15,253.47
Hub USB Porro 1530,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",144.73,8.76,14.23,13.56,197.63
Hub USB Eveniet 2712,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",48.29,14.38,16.36,11.33,68.61
Hub USB Reprehenderit 7033,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",144.88,15.56,12.01,7.15,195.18
Hub USB Dolore 2175,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",134.99,12.79,14.67,0.12,172.22
Hub USB Debitis 5630,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",170.74,19.82,14.53,1.98,232.77
Hub USB Eius 1161,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",76.63,6.34,16.84,1.55,95.58
Hub USB Consequuntur 6023,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",180.96,7.06,16.64,11.3,244.3
Hub USB Exercitationem 2182,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",142.65,15.16,12.41,8.45,194.03
Hub USB In 2689,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",110.42,15.84,15.77,2.27,147.83
Hub USB Minima 6746,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",138.57,11.64,13.3,13.45,191.77
Hub USB Sed 2294,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",160.39,13.84,14.3,14.45,228.7
Hub USB At 5153,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",166.57,8.72,15.87,3.72,213.73
Hub USB Et 9847,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",136.0,14.11,16.67,10.36,191.95
Hub USB Numquam 4943,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",72.87,14.1,13.13,5.88,97.0
Hub USB Delectus 895,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",165.41,16.91,13.44,5.79,225.19
Hub USB Dolor 3950,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",119.93,13.91,15.17,14.67,172.4
Hub USB Ipsam 5917,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",189.43,6.98,17.16,8.53,251.32
Hub USB Ex 5987,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",127.42,7.59,14.83,14.81,174.86
Hub USB Aut 1196,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",42.67,6.01,13.57,0.6,51.28
Hub USB Earum 991,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",191.79,10.97,13.72,10.69,259.65
Hub USB Nisi 6807,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",107.77,11.03,15.84,8.06,145.41
Hub USB Eos 2502,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",84.39,9.65,15.07,3.05,107.83
Hub USB Dicta 2546,Hub USB,"Hub USB com desempenho confiável, ideal para setups gamers e profissionais.",125.82,10.86,15.81,12.52,175.13
